canonical_import_pass,canonical_module,error,legacy_import_pass,legacy_module,pass,same_object,symbol
True,src.mpm_lbm.sim.squid_proxy.motion_mapping,,True,src.squid_motion_mapping,True,True,mantle_velocity_proxy
True,src.mpm_lbm.sim.squid_proxy.motion_mapping,,True,src.squid_motion_mapping,True,True,cavity_volume_rate_proxy
True,src.mpm_lbm.sim.squid_proxy.motion_mapping,,True,src.squid_motion_mapping,True,True,funnel_aperture_rate_proxy
True,src.mpm_lbm.sim.squid_proxy.motion_mapping,,True,src.squid_motion_mapping,True,True,summarize_motion_rows
True,src.mpm_lbm.sim.squid_proxy.motion_mapping,,True,src.squid_motion_mapping,True,True,write_motion_rows
True,src.mpm_lbm.sim.squid_proxy.motion_mapping_config,,True,src.squid_motion_mapping_config,True,True,SquidMotionMappingConfig
True,src.mpm_lbm.sim.squid_proxy.motion_mapping_config,,True,src.squid_motion_mapping_config,True,True,validate_motion_mapping_config
True,src.mpm_lbm.sim.squid_proxy.motion_mapping_config,,True,src.squid_motion_mapping_config,True,True,summarize_motion_mapping_config_validation
True,src.mpm_lbm.sim.squid_proxy.motion_quality,,True,src.squid_motion_quality,True,True,analyze_motion_mapping
True,src.mpm_lbm.sim.squid_proxy.motion_quality,,True,src.squid_motion_quality,True,True,quality_rows_from_motion_analysis
True,src.mpm_lbm.sim.squid_proxy.motion_quality,,True,src.squid_motion_quality,True,True,assert_motion_mapping_quality
True,src.mpm_lbm.diagnostics.squid_motion_projection,,True,src.squid_motion_projection_diagnostics,True,True,summarize_motion_on_grids
True,src.mpm_lbm.diagnostics.squid_motion_projection,,True,src.squid_motion_projection_diagnostics,True,True,summarize_motion_grid_rows
True,src.mpm_lbm.diagnostics.squid_motion_projection,,True,src.squid_motion_projection_diagnostics,True,True,assert_motion_grid_diagnostics
True,src.mpm_lbm.sim.geometry.candidate_manifest,,True,src.geometry_candidate_manifest,True,True,load_candidate_descriptor
True,src.mpm_lbm.sim.geometry.candidate_manifest,,True,src.geometry_candidate_manifest,True,True,validate_candidate_descriptor
True,src.mpm_lbm.sim.geometry.candidate_manifest,,True,src.geometry_candidate_manifest,True,True,candidate_manifest_row
True,src.mpm_lbm.sim.geometry.candidate_manifest,,True,src.geometry_candidate_manifest,True,True,write_candidate_manifest
True,src.mpm_lbm.sim.geometry.fingerprint,,True,src.geometry_fingerprint,True,True,sha256_file
True,src.mpm_lbm.sim.geometry.fingerprint,,True,src.geometry_fingerprint,True,True,file_size_bytes
True,src.mpm_lbm.sim.geometry.fingerprint,,True,src.geometry_fingerprint,True,True,fingerprint_geometry_file
True,src.mpm_lbm.sim.geometry.normalization,,True,src.geometry_normalization,True,True,normalize_mesh_candidate
True,src.mpm_lbm.sim.geometry.normalization,,True,src.geometry_normalization,True,True,normalize_voxel_candidate
True,src.mpm_lbm.sim.geometry.normalization,,True,src.geometry_normalization,True,True,write_normalization_report
True,src.mpm_lbm.sim.geometry.normalization,,True,src.geometry_normalization,True,True,geometry_config_from_descriptor
True,src.mpm_lbm.sim.geometry.intake,,True,src.geometry_intake,True,True,run_candidate_intake
True,src.mpm_lbm.sim.geometry.intake,,True,src.geometry_intake,True,True,run_candidate_quality_check
True,src.mpm_lbm.sim.geometry.intake,,True,src.geometry_intake,True,True,run_candidate_sampling_reproducibility
True,src.mpm_lbm.sim.geometry.intake,,True,src.geometry_intake,True,True,run_candidate_projection_smoke
