step,time_s,rho_min,rho_max,lbm_max_v,fluid_mean_ux,projection_zone_fluid_mean_ux,far_field_fluid_mean_ux,solid_mean_vx_norm,mpm_min_J,mpm_max_speed,projected_mass,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count,bb_max_correction,mb_subcycle_force_sample_count,mb_subcycle_force_accum_norm_max,mb_subcycle_force_mean_norm_max,active_reaction_particle_count,max_grid_reaction_norm
24,0.012,0.9999946355819702,1.0479257106781006,0.026344798505306244,0.005230667535215616,7.539719604210404e-08,0.005352724343538284,0.00015074308612383902,0.9999849200248718,0.0008281231275759637,0.5214124917984009,224,0.0,0.4082486927509308,11466,5.408674951468129e-06,0,0.0,0.0,1024,4.2109906644327566e-05
25,0.0125,0.9999957084655762,1.0491199493408203,0.026746448129415512,0.005431444849818945,5.386693402442688e-08,0.005558188073337078,0.0001545440754853189,0.9999843239784241,0.0008662791224196553,0.5214124321937561,224,0.0,0.4082489311695099,11466,5.716299256164348e-06,0,0.0,0.0,1024,4.210991755826399e-05
26,0.013000000000000001,0.999995768070221,1.0470609664916992,0.026057658717036247,0.0056334082037210464,5.8098702737652275e-08,0.005764862522482872,0.0001583241974003613,0.9999836087226868,0.0008980805869214237,0.5214124917984009,224,0.0,0.4082491993904114,11466,5.958728706900729e-06,0,0.0,0.0,1024,4.2109932110179216e-05
27,0.0135,0.9999958872795105,1.048542857170105,0.026475900784134865,0.005833189468830824,4.2227046748166686e-08,0.005969308316707611,0.0001620930270291865,0.9999829530715942,0.0009247301495634019,0.5214126110076904,224,0.0,0.40824955701828003,11466,6.113630206527887e-06,0,0.0,0.0,1024,4.210993574815802e-05
28,0.014,0.9999960064888,1.0465903282165527,0.026221856474876404,0.006033407989889383,5.3575568870201096e-08,0.006174198351800442,0.00016586034325882792,0.9999823570251465,0.0009461772860959172,0.5214126706123352,224,0.0,0.4082498550415039,11466,6.212732841959223e-06,0,0.0,0.0,1024,4.210993574815802e-05
29,0.0145,0.9999961256980896,1.0479159355163574,0.026363780722022057,0.006231444887816906,4.7490669174976574e-08,0.006376856938004494,0.00016963077359832823,0.9999818801879883,0.0009610483539290726,0.5214124917984009,224,0.0,0.40825003385543823,11466,6.257452241698047e-06,0,0.0,0.0,1024,4.210994302411564e-05
30,0.015,0.9999953508377075,1.0464344024658203,0.02640334889292717,0.006429890636354685,7.464557683078965e-08,0.006579932291060686,0.00017340772319585085,0.9999814629554749,0.0009793961653485894,0.5214125514030457,224,0.0,0.40825027227401733,11466,6.230974577192683e-06,0,0.0,0.0,1024,4.210995393805206e-05
31,0.0155,0.9999946355819702,1.0472416877746582,0.02658441849052906,0.006626495160162449,1.060110577100204e-07,0.006781121250241995,0.0001771915121935308,0.9999809861183167,0.0009950021049007773,0.5214123129844666,224,0.0,0.4082503914833069,11466,6.158826636237791e-06,0,0.0,0.0,1024,4.210995030007325e-05
32,0.016,0.9999939203262329,1.0462117195129395,0.026655813679099083,0.006823323201388121,2.269676429023093e-07,0.006982535123825073,0.00018098163127433509,0.9999805688858032,0.0010053437435999513,0.5214122533798218,224,0.0,0.40825051069259644,11466,6.029613359714858e-06,0,0.0,0.0,1024,4.210995393805206e-05
33,0.0165,0.9999936819076538,1.0465227365493774,0.026821322739124298,0.007018304895609617,5.275171588436933e-07,0.007182035129517317,0.00018477659614291042,0.9999799132347107,0.0010122922249138355,0.5214123725891113,224,0.0,0.4082505702972412,11466,5.856770258105826e-06,0,0.0,0.0,1024,4.2109957576030865e-05
34,0.017,0.9999938607215881,1.045924425125122,0.026866165921092033,0.007213296834379435,1.3705339370062575e-06,0.0073814974166452885,0.0001885752280941233,0.9999793767929077,0.0010130214504897594,0.5214124321937561,224,0.0,0.4082505702972412,11466,5.665359367412748e-06,0,0.0,0.0,1024,4.210995393805206e-05
35,0.0175,0.9999942183494568,1.045796275138855,0.027001814916729927,0.007406534627079964,3.4534109545347746e-06,0.007579045370221138,0.00019237426749896258,0.9999788403511047,0.0010097812628373504,0.5214123725891113,224,0.0,0.40825051069259644,11466,5.439499091153266e-06,0,0.0,0.0,1024,4.210995393805206e-05
36,0.018000000000000002,0.9999943375587463,1.0461230278015137,0.027060717344284058,0.0075996797531843185,8.32536352390889e-06,0.007776235230267048,0.00019617080397438258,0.999978244304657,0.001004692050628364,0.5214123725891113,224,0.0,0.40825051069259644,11466,5.186976977711311e-06,0,0.0,0.0,1024,4.210993938613683e-05
37,0.0185,0.9999945163726807,1.0465580224990845,0.02716139890253544,0.007791037671267986,1.8790815374813974e-05,0.007971073500812054,0.00019996671471744776,0.9999778270721436,0.000994130619801581,0.5214123129844666,224,0.0,0.40825048089027405,11466,4.944246029481292e-06,0,0.0,0.0,1024,4.210993938613683e-05
38,0.019,0.9999948740005493,1.0468883514404297,0.027242302894592285,0.007981906644999981,3.9777314668754116e-05,0.008164454251527786,0.00020376477914396673,0.9999774098396301,0.0009811746422201395,0.521412193775177,224,0.0,0.4082506597042084,11466,4.741847988043446e-06,0,0.0,0.0,1024,4.210993938613683e-05
39,0.0195,0.9999950528144836,1.0469903945922852,0.027290180325508118,0.008170448243618011,7.89161422289908e-05,0.008353836834430695,0.00020757620222866535,0.9999769926071167,0.0009674931643530726,0.5214123725891113,224,0.0,0.40825122594833374,11466,4.653679297916824e-06,0,0.0,0.0,1024,4.210992847220041e-05
40,0.02,0.9999953508377075,1.0469224452972412,0.027419401332736015,0.008357333019375801,0.00014707900118082762,0.008539014495909214,0.000211416874662973,0.9999766945838928,0.00095077243167907,0.5214123725891113,224,0.0,0.408253014087677,11466,4.56940324511379e-06,0,0.0,0.0,1024,4.2109921196242794e-05
41,0.0205,0.9999955296516418,1.0468617677688599,0.02744552679359913,0.008540241979062557,0.0002577402046881616,0.008716573007404804,0.00021531459060497582,0.9999763369560242,0.0009345998987555504,0.5214123129844666,224,0.0,0.4082575738430023,11466,4.603377419698518e-06,0,0.0,0.0,1024,4.2109906644327566e-05
42,0.021,0.9999955296516418,1.0469967126846313,0.027570733800530434,0.008718442171812057,0.0004251560312695801,0.008884752169251442,0.0002193077525589615,0.9999759197235107,0.0009197627659887075,0.5214124321937561,224,0.0,0.40826812386512756,11466,4.7546791392960586e-06,0,0.0,0.0,1024,4.210990300634876e-05
43,0.021500000000000002,0.9999957084655762,1.047391653060913,0.02759026363492012,0.008888768963515759,0.000660593737848103,0.009039778262376785,0.0002234414278063923,0.9999755620956421,0.0009049787768162787,0.521412193775177,224,0.0,0.40829065442085266,11466,4.8782835619931575e-06,0,0.0,0.0,1024,4.210989936836995e-05
44,0.022,0.999995768070221,1.047959327697754,0.027704602107405663,0.009050150401890278,0.0009679447393864393,0.009180713444948196,0.00022775902471039444,0.9999752044677734,0.0008923556306399405,0.5214121341705322,224,0.0,0.40833571553230286,11466,4.9827303882921115e-06,0,0.0,0.0,1024,4.210989209241234e-05
45,0.0225,0.9999959468841553,1.0485022068023682,0.027719706296920776,0.009199910797178745,0.0013400238240137696,0.009305906482040882,0.00023228548525366932,0.9999748468399048,0.0009068491053767502,0.5214120745658875,224,0.0,0.40842026472091675,11466,5.061913270765217e-06,0,0.0,0.0,1024,4.2109881178475916e-05
46,0.023,0.9999961256980896,1.0488395690917969,0.027829166501760483,0.009338511154055595,0.0017582518048584461,0.009417648427188396,0.00023701161262579262,0.9999744892120361,0.0009212608565576375,0.5214123129844666,224,0.0,0.40857020020484924,11466,5.1130791689502075e-06,0,0.0,0.0,1024,4.2109881178475916e-05
47,0.0235,0.9999963045120239,1.053987979888916,0.02785220742225647,0.0094661395996809,0.002196012996137142,0.009518150240182877,0.00024188189127016813,0.9999740719795227,0.0009323699632659554,0.5214124321937561,224,0.0,0.4088206887245178,11466,5.14060729983612e-06,0,0.0,0.0,1024,4.2109881178475916e-05
48,0.024,0.9999963045120239,1.0610270500183105,0.027967913076281548,0.009586903266608715,0.0026249384973198175,0.00961324106901884,0.000246796989813447,0.9999737739562988,0.0009373039938509464,0.5214123725891113,224,0.0,0.4098436236381531,11466,5.150505785422865e-06,0,0.0,0.0,1024,4.210986662656069e-05
49,0.0245,0.9999963641166687,1.0643551349639893,0.027998249977827072,0.009704254567623138,0.0030209755059331656,0.009707296267151833,0.0002516281674616039,0.9999732375144958,0.000940505531616509,0.5214123129844666,224,0.0,0.4110613763332367,11466,5.131293164595263e-06,0,0.0,0.0,1024,4.210985571262427e-05
50,0.025,0.9999964833259583,1.0633937120437622,0.028106188401579857,0.009824504144489765,0.00336840539239347,0.009806872345507145,0.0002562444715294987,0.9999728798866272,0.0009423798182979226,0.5214125514030457,224,0.0,0.41124552488327026,11466,5.096476343169343e-06,0,0.0,0.0,1024,4.210985207464546e-05
