canonical_import_pass,canonical_module,error,legacy_import_pass,legacy_module,pass,same_object,symbol
True,src.mpm_lbm.sim.geometry_displacement.field,,True,src.geometry_displacement_field,True,True,compute_geometry_displacement_rows
True,src.mpm_lbm.sim.geometry_displacement.field,,True,src.geometry_displacement_field,True,True,displacement_vectors_for_region
True,src.mpm_lbm.sim.geometry_displacement.field,,True,src.geometry_displacement_field,True,True,mantle_radial_displacement_vectors
True,src.mpm_lbm.sim.geometry_displacement.field,,True,src.geometry_displacement_field,True,True,cavity_volume_displacement_vectors
True,src.mpm_lbm.sim.geometry_displacement.field,,True,src.geometry_displacement_field,True,True,funnel_aperture_displacement_vectors
True,src.mpm_lbm.sim.geometry_displacement.field,,True,src.geometry_displacement_field,True,True,cavity_center_radii
True,src.mpm_lbm.sim.geometry_displacement.field,,True,src.geometry_displacement_field,True,True,funnel_center_radii
True,src.mpm_lbm.sim.geometry_displacement.field,,True,src.geometry_displacement_field,True,True,summarize_geometry_displacement_rows
True,src.mpm_lbm.sim.geometry_displacement.field,,True,src.geometry_displacement_field,True,True,write_geometry_displacement_rows
True,src.mpm_lbm.sim.geometry_displacement.field,,True,src.geometry_displacement_field,True,True,displacement_hashes
True,src.mpm_lbm.sim.geometry_displacement.field,,True,src.geometry_displacement_field,True,True,canonical_displacement_hash
True,src.mpm_lbm.sim.geometry_displacement.field,,True,src.geometry_displacement_field,True,True,assert_geometry_displacement_summary
True,src.mpm_lbm.sim.geometry_displacement.quality,,True,src.geometry_displacement_quality,True,True,analyze_displacement_quality
True,src.mpm_lbm.sim.geometry_displacement.quality,,True,src.geometry_displacement_quality,True,True,quality_rows_from_displacement_analysis
True,src.mpm_lbm.sim.geometry_displacement.quality,,True,src.geometry_displacement_quality,True,True,assert_displacement_quality
True,src.mpm_lbm.sim.geometry_displacement.consistency,,True,src.geometry_displacement_consistency,True,True,compare_displacement_to_schedule
True,src.mpm_lbm.sim.geometry_displacement.consistency,,True,src.geometry_displacement_consistency,True,True,compare_displacement_to_motion_mapping
True,src.mpm_lbm.sim.geometry_displacement.consistency,,True,src.geometry_displacement_consistency,True,True,cycle_closure_rows
True,src.mpm_lbm.sim.geometry_displacement.consistency,,True,src.geometry_displacement_consistency,True,True,assert_consistency
True,src.mpm_lbm.sim.geometry_displacement.consistency,,True,src.geometry_displacement_consistency,True,True,assert_cycle_closure
True,src.mpm_lbm.diagnostics.geometry_displacement_grid,,True,src.geometry_displacement_grid_diagnostics,True,True,summarize_displacement_on_grids
True,src.mpm_lbm.diagnostics.geometry_displacement_grid,,True,src.geometry_displacement_grid_diagnostics,True,True,summarize_grid_displacement_rows
True,src.mpm_lbm.diagnostics.geometry_displacement_grid,,True,src.geometry_displacement_grid_diagnostics,True,True,assert_grid_displacement_diagnostics
