x_index,x_norm,x_m,fluid_cell_count_static_mask,fluid_cell_count_dynamic_solver,mass_flux_lbm,mean_ux_lbm,mean_speed_lbm,max_speed_lbm,mass_flux_mps_proxy_sum,outlet_plane,inlet_plane,midplane
24,0.5104166666666666,0.051041666666666666,60,64,1.2777751684188843,0.019255902618169785,0.019300734624266624,0.027660440653562546,638.8875842094421,False,False,True
25,0.53125,0.053125000000000006,80,71,1.1117411851882935,0.015201549977064133,0.015538129955530167,0.021581685170531273,555.8705925941467,False,False,False
26,0.5520833333333334,0.05520833333333334,80,80,0.7831360101699829,0.009593447670340538,0.009962980635464191,0.014794399030506611,391.56800508499146,False,False,False
27,0.5729166666666666,0.057291666666666664,80,80,0.4479655623435974,0.0055359238758683205,0.00566484872251749,0.008608481846749783,223.9827811717987,False,False,False
28,0.59375,0.059375000000000004,80,80,0.2133808732032776,0.0026529317256063223,0.0026998543180525303,0.004263626411557198,106.6904366016388,False,False,False
29,0.6145833333333334,0.06145833333333334,80,80,0.08637537062168121,0.0010773723479360342,0.0010946321999654174,0.0017771580023691058,43.18768531084061,False,False,False
30,0.6354166666666666,0.06354166666666666,80,80,0.030213436111807823,0.00037738849641755223,0.00038324002525769174,0.0006349470932036638,15.106718055903912,False,False,False
31,0.65625,0.065625,80,80,0.009243514388799667,0.00011551826901268214,0.00011726666707545519,0.00019713581423275173,4.621757194399834,False,False,False
32,0.6770833333333334,0.06770833333333334,80,80,0.0025123711675405502,3.14027929562144e-05,3.185030436725356e-05,5.3825380746275187e-05,1.2561855837702751,False,False,False
33,0.6979166666666666,0.06979166666666667,80,80,0.000640474259853363,8.005813469935674e-06,8.156906005751807e-06,1.3385610145633109e-05,0.3202371299266815,False,False,False
34,0.71875,0.07187500000000001,80,80,0.00019140541553497314,2.3925574623717694e-06,2.6393377083877567e-06,3.927315901819384e-06,0.09570270776748657,False,False,False
35,0.7395833333333334,0.07395833333333333,80,80,0.00010093115270137787,1.261635588889476e-06,1.697859602245444e-06,2.656309561643866e-06,0.050465576350688934,False,False,False
36,0.7604166666666666,0.07604166666666667,80,80,8.596852421760559e-05,1.074603005690733e-06,1.5539742435066728e-06,2.7360522381059127e-06,0.042984262108802795,False,False,False
37,0.78125,0.078125,80,80,8.153356611728668e-05,1.0191658930125413e-06,1.4880172329867491e-06,2.727013452386018e-06,0.04076678305864334,False,False,False
38,0.8020833333333334,0.08020833333333334,80,80,7.385388016700745e-05,9.231700346390426e-07,1.3945198134024395e-06,2.5706451651785756e-06,0.03692694008350372,False,False,False
39,0.8229166666666666,0.08229166666666667,80,80,6.110034883022308e-05,7.637514727321104e-07,1.2531444326668861e-06,2.3063794287736528e-06,0.030550174415111542,False,False,False
40,0.84375,0.084375,80,80,4.393234848976135e-05,5.4915210512263e-07,1.0584324172668857e-06,1.899906692415243e-06,0.021966174244880676,False,False,False
41,0.8645833333333334,0.08645833333333335,80,80,2.1230429410934448e-05,2.6537867370279855e-07,8.255447028204799e-07,1.5107193576113787e-06,0.010615214705467224,False,False,False
42,0.8854166666666666,0.08854166666666667,80,80,-5.76116144657135e-06,-7.201562368663872e-08,5.773769089501002e-07,1.6432263691967819e-06,-0.002880580723285675,False,False,False
43,0.90625,0.09062500000000001,80,80,-3.8431957364082336e-05,-4.804002173841582e-07,5.580606625699147e-07,1.6786091237008804e-06,-0.019215978682041168,False,False,False
44,0.9270833333333334,0.09270833333333334,80,80,-7.541291415691376e-05,-9.426618703400891e-07,9.588131888449425e-07,1.57886950091779e-06,-0.03770645707845688,False,False,False
45,0.9479166666666666,0.09479166666666666,80,80,-0.0001111198216676712,-1.3889978163206251e-06,1.3988722002977738e-06,2.101723111991305e-06,-0.0555599108338356,False,False,False
46,0.96875,0.096875,80,80,-0.00013914890587329865,-1.7393610960425576e-06,1.7431211745133623e-06,2.822215719788801e-06,-0.06957445293664932,False,False,False
47,0.9895833333333334,0.09895833333333334,80,80,-0.00015101954340934753,-1.887743906081596e-06,1.8881546566262841e-06,3.1385836791741895e-06,-0.07550977170467377,True,False,False
